1.1881161,0.13895652,1.0779688,0.10750908,0.63579506,0.027700096,-0.88151175,-0.91716504,0.20774172,-0.4023506
1.4543757,0.2725308,1.1488764,0.11327995,0.6508837,-0.023630314,-0.9053297,-0.94989544,0.32633114,-0.48307082
1.2555548,0.16413988,1.0899296,0.14055297,0.67229956,-0.014281744,-0.83801067,-0.8836963,0.20575692,-0.54746026
1.0047414,0.28733462,0.98910165,0.074557506,0.5849941,-0.0014735248,-0.90361744,-0.7708542,0.26495382,-0.40672567
1.224364,0.42283475,1.056848,0.05992922,0.69229776,-0.2234262,-0.7263992,-0.74833274,0.40755916,-0.626786
1.1311855,0.028956056,1.1064801,0.01845103,0.7365132,0.05856012,-0.64620316,-0.803199,0.08950707,-0.6801552
1.1094553,0.20242949,1.0945512,-0.0010279539,0.71483684,-0.14842829,-0.5925071,-0.72877675,0.20496884,-0.7535985
1.0423133,0.22398226,1.0452882,0.00016840169,0.68863714,-0.0998686,-0.68706423,-0.73101896,0.2631569,-0.64241314
1.2041026,0.26498914,1.0652505,0.016308887,0.8191385,-0.21625502,-0.37135175,-0.5954479,0.30155706,-1.0075899
1.1455278,0.4607695,0.9721746,0.097543046,0.7181268,-0.31388247,-0.36837393,-0.6100528,0.27499047,-1.0439278
1.1749125,0.47732273,0.9863277,0.0939505,0.7043175,-0.33608437,-0.36872882,-0.6293524,0.2572527,-1.0567044
1.3302095,0.39363864,1.0827285,0.14514145,0.7886946,-0.23329633,-0.34633848,-0.7000246,0.27613106,-1.0807579
0.9770258,0.34114146,0.95217574,0.07664476,0.76609796,-0.20418864,-0.2585165,-0.63953066,0.2250101,-0.9967953
1.0400103,0.03630151,0.95630544,-0.04546108,0.8802576,-0.04960251,-0.19718355,-0.49964133,0.111682676,-1.1241608
1.026167,0.4107198,0.9914843,0.14452071,0.69456017,-0.23140495,-0.3514401,-0.6217969,0.2769732,-0.9729851
0.7202075,-0.27886617,0.8675982,0.04562741,0.6052241,0.23249389,-0.32799062,-0.56718534,-0.16543624,-0.9191441
0.60786504,-0.35043064,0.7396113,0.023458509,0.55120397,0.232494,-0.41438302,-0.5034569,-0.19657442,-0.868477
0.67930025,-0.44222,0.7282204,-0.008211382,0.5414385,0.3055753,-0.41428223,-0.5072645,-0.33075315,-0.87921304
0.7304578,-0.23899582,0.88974416,0.015745902,0.6068599,0.21356468,-0.42416883,-0.6197001,-0.1709173,-0.8101721
0.6992604,-0.075349145,0.8786786,0.04499422,0.6605415,0.10507599,-0.3729252,-0.5958207,-0.030114355,-0.8520057
0.8164398,0.22816221,0.93057317,0.07046331,0.693914,-0.08379224,-0.3033991,-0.6375588,0.15583497,-0.93522775
1.0422742,0.39336026,1.0370404,0.02574643,0.67172134,-0.17210716,-0.6678998,-0.70268905,0.36194977,-0.5983562
0.79067665,0.46177697,0.7538323,-0.09469482,0.54112375,-0.21478207,-0.7221037,-0.63764703,0.38320783,-0.63589865
1.0294203,0.5152281,0.90872794,0.049703628,0.59529287,-0.29527363,-0.73810333,-0.6448372,0.44328377,-0.6127262
1.1363288,0.2059272,1.0617473,0.008069849,0.7690691,-0.1300116,-0.51036626,-0.68457943,0.19678245,-0.88243556
1.297347,0.5695167,0.95837474,0.00827964,0.6918789,-0.429888,-0.56763357,-0.5747836,0.47146434,-0.91594446
1.2655315,0.6004231,0.9713256,0.022039743,0.71962476,-0.44738576,-0.4909753,-0.5302063,0.49787074,-0.89213634
1.1435058,0.60846436,0.8606507,0.008418183,0.6175819,-0.49444988,-0.43613157,-0.5183203,0.4157159,-1.0075094
1.1782994,0.71154183,0.8753352,0.045248684,0.6397634,-0.47154444,-0.41036147,-0.53132117,0.4898421,-0.93974924
1.2152094,0.5648782,1.010041,0.018393494,0.6576229,-0.36540848,-0.6943054,-0.68742365,0.46954468,-0.6293334
0.8322374,0.53749657,0.87662655,-0.053337064,0.560015,-0.20580968,-0.7524131,-0.6116086,0.4435653,-0.42553386
1.0582465,0.47927988,0.9415949,-0.04410215,0.61992353,-0.19302036,-0.8602875,-0.6936576,0.48005185,-0.451978
1.1058059,0.581423,0.86979425,-0.017464088,0.5258167,-0.17319769,-0.9902908,-0.71737444,0.5177518,-0.34471703
1.0791154,0.33171436,1.0755718,0.020531649,0.61888474,-0.1150113,-0.78731203,-0.78333014,0.30670503,-0.47404513
1.1457642,0.6254338,0.91440094,-0.057571758,0.51035416,-0.26016027,-0.9075597,-0.6926239,0.55579364,-0.41541043
1.2191769,0.09325404,1.1610863,0.15233742,0.63437796,0.14518613,-0.8346229,-0.87413377,0.17051098,-0.4467293
1.1026901,-0.2663575,1.0394452,0.08196629,0.6531438,0.314665,-0.80216926,-0.8397938,-0.14701003,-0.4684029
